名称,住所,緯度,経度
福井市立郷土歴史博物館,日本、〒910-0004 福井県福井市宝永３丁目１２−１ 福井市立郷土歴史博物館,36.0682507,136.2230028
山梨県,日本、山梨県,35.6635113,138.6388879
山梨県立博物館,日本、〒406-0801 山梨県笛吹市御坂町成田１５０１−１,35.6402901,138.6486098
長野県,日本、長野県,36.1543941,137.9218204
長野県立歴史館,日本、〒387-0007 長野県千曲市屋代２６０−６,36.5342695,138.1352479
岐阜県,日本、岐阜県,35.7437491,136.9805103
岐阜県博物館,日本、〒501-3941 岐阜県関市小屋名１９８９ 岐阜県博物館,35.4781437,136.8690541
岐阜女子大学デジタルミュージアム,,,
静岡県,日本、静岡県,35.0929397,138.3190276
ふじのくに地球環境史ミュージアム,日本、〒422-8017 静岡県静岡市駿河区大谷５７６２,34.9590972,138.436415
浜松市博物館,日本、〒432-8018 静岡県浜松市中区蜆塚４丁目２２−１,34.7126119,137.703917
奇石博物館,日本、〒418-0111 静岡県富士宮市山宮３６７０,35.2820131,138.6399096
愛知県,日本、愛知県,35.0182505,137.2923893
名古屋市博物館,日本、〒467-0806 愛知県名古屋市瑞穂区瑞穂通１丁目２７−１,35.13633,136.9349232
岡崎市美術博物館,日本、〒444-0002 愛知県岡崎市高隆寺町峠１,34.947729,137.2175055
豊橋市美術博物館,日本、〒440-0801 愛知県豊橋市今橋町３−１,34.7692262,137.3948299
蒲郡市博物館,日本、〒443-0035 愛知県蒲郡市栄町１０−２２,34.8223942,137.2193028
春日井市立郷土館,日本、〒486-0844 愛知県春日井市鳥居松町７丁目５,35.2481204,136.9782837
三重県,日本、三重県,33.8143901,136.0487047
三重県総合博物館,日本、〒514-0061 三重県津市一身田上津部田３０６０ 三重県総合博物館,34.7422915,136.5016849
斎宮歴史博物館,日本、〒515-0325 三重県多気郡明和町竹川５０３,34.5427544,136.6097025
伊賀流忍者博物館,日本、〒518-0873 三重県伊賀市上野丸之内１１７,34.771836,136.129113
鳥羽市立海の博物館,日本、〒517-0025 三重県鳥羽市浦村町 大吉１７３１−６８,34.4492668,136.8994237
貨物鉄道博物館,日本、〒511-0262 三重県いなべ市大安町丹生川中１１７０,35.1234503,136.5189598
皇學館大学佐川記念神道博物館,日本、〒516-0014 三重県伊勢市神田久志本町１７０４,34.4841223,136.7259035
近畿,日本、関西地方,34.6413394,135.562902
滋賀県,日本、滋賀県,35.3292014,136.0563212
彦根城博物館,日本、〒522-0061 滋賀県彦根市金亀町１−１,35.2752143,136.253412
京都府,日本、京都府,35.1566609,135.5251982
京都国立博物館,日本、〒605-0931 京都府京都市東山区茶屋町５２７,34.9899887,135.773116
大阪府,日本、大阪府,34.6413315,135.5629394
国立民族学博物館,日本、〒565-0826 大阪府吹田市千里万博公園１０−１,34.8128311,135.5302466
奈良県,日本、奈良県,34.2975528,135.8279734
奈良国立博物館,日本、〒630-8212 奈良県奈良市登大路町５０,34.6831318,135.8383055
和歌山県,日本、和歌山県,33.9480914,135.3745358
和歌山県立紀伊風土記の丘,日本、〒640-8301 和歌山県和歌山市岩橋１４１１ 和歌山県立 紀伊風土記の丘,34.2278861,135.229593
兵庫県,日本、兵庫県,34.8579518,134.5453787
神戸市立博物館,日本、〒650-0034 兵庫県神戸市中央区京町２４,34.6872567,135.1931834
中国,中華人民共和国,35.86166,104.195397
岡山県,日本、岡山県,34.8963407,133.6375314
井笠鉄道記念館,日本、〒714-0007 岡山県笠岡市山口１４５７−８,34.5691173,133.5259186
犬養木堂記念館,日本、〒701-0161 岡山県岡山市北区川入１０２−１,34.652138,133.842801
岡山県立博物館,日本、〒703-8257 岡山県岡山市北区後楽園１−５,34.668659,133.933747
岡山シティミュージアム,日本、〒700-0024 岡山県岡山市北区駅元町１５−１,34.6663661,133.9158981
岡山天文博物館,日本、〒719-0232 岡山県浅口市鴨方町本庄３０３７−５,34.5763846,133.5954222
海遊文化館,日本、〒701-4302 岡山県瀬戸内市牛窓町牛窓３０５６,34.6159087,134.1639978
笠岡市立カブトガニ博物館,日本、〒714-0043 岡山県笠岡市横島１９４６−２,34.4774561,133.5215739
倉敷アイビースクエア,日本、〒710-0054 岡山県倉敷市本町７−２,34.5946767,133.7740623
倉敷市立自然史博物館,日本、〒710-0046 岡山県倉敷市中央２丁目６−１,34.5954325,133.768628
倉敷民藝館,日本、〒710-0046 岡山県倉敷市中央１丁目４−１１,34.5955041,133.7715894
現代医学教育博物館,日本、〒701-0114 岡山県倉敷市松島５７７,34.6333718,133.8114566
現代玩具博物館,日本、〒707-0062 岡山県美作市湯郷 319番地2,34.9937567,134.1372721
児島市民交流センター,日本、〒711-0913 岡山県倉敷市児島味野２丁目２−３８,34.4682776,133.8035742
高梁市成羽美術館,日本、〒716-0111 岡山県高梁市成羽町下原１０６８−３,34.7806679,133.5366416
玉野市立海洋博物館,日本、〒706-0028 岡山県玉野市渋川２丁目６−１,34.4548984,133.9054393
玉野市立玉野海洋博物館,日本、〒706-0028 岡山県玉野市渋川２丁目６−１,34.4548984,133.9054393
津山洋学資料館,日本、〒708-0831 岡山県津山市西新町５,35.0636728,134.0162231
なぎビカリアミュージアム,日本、〒708-1312 岡山県勝田郡奈義町柿１８７５,35.101046,134.187233
美星天文台,日本、〒714-1411 岡山県井原市美星町大倉１７２３−７０,34.6719762,133.5453847
備前長船刀剣博物館,日本、〒701-4271 岡山県瀬戸内市長船町長船９６６,34.7216189,134.1069109
備前市歴史民俗資料館,日本、〒705-0022 岡山県備前市東片上３８５,34.7469399,134.1937457
ベンガラ館,日本、〒719-2342 岡山県高梁市成羽町吹屋,34.8532936,133.468593
武蔵資料館,日本、〒707-0415 岡山県美作市宮本９４,35.0951744,134.3261433
和気町歴史民俗資料館,日本、〒709-0412 岡山県和気郡和気町藤野１３８６−２,34.819364,134.175429
広島県,日本、広島県,34.8823408,133.0194897
安芸高田市歴史民俗資料館,日本、〒731-0501 広島県安芸高田市吉田町吉田２７８−１,34.6705669,132.7014433
入船山記念館,日本、〒737-0028 広島県呉市幸町４−６ 呉市入船山記念館,34.2404232,132.5639173
いろは丸展示館,日本、〒720-0201 広島県福山市鞆町鞆８４３−１,34.3826353,133.3808341
因島史料館,日本、〒722-2211 広島県尾道市因島中庄町３２２２,34.3270575,133.1665423
江戸みなとまち展示館,日本、〒734-0302 広島県呉市豊町御手洗,34.1798819,132.8672707
大久野島毒ガス資料館,日本、〒729-2311 広島県竹原市忠海町５４９１,34.3059237,132.9941183
大崎上島町 ふれあい郷土資料館,日本、〒725-0402 広島県豊田郡大崎上島町沖浦１９１１,34.2157383,132.9169017
太田家住宅,日本、〒720-0201 広島県福山市鞆町鞆８４２,34.3829346,133.3808511
おのみち映画資料館,日本、〒722-0045 広島県尾道市久保１丁目１４−１０,34.4095764,133.205246
おのみち文学の館,日本、〒722-0033 広島県尾道市東土堂町１３−２８,34.409428,133.1994
おのみち歴史博物館,日本、〒722-0045 広島県尾道市久保１丁目１４−１,34.409767,133.204869
海上自衛隊呉史料館,日本、〒737-0029 広島県呉市宝町５−３２,34.24215,132.5552644
神辺歴史民俗資料館,日本、〒720-2123 広島県福山市神辺町川北７００６−１,34.5373027,133.3869851
旧木原家住宅,日本、〒739-2114 広島県東広島市高屋町白市１０４６−１,34.4562931,132.8235075
久井歴史民俗資料館,日本、〒722-1303 広島県三原市久井町下津１３９７,34.536202,133.036071
口和郷土資料館,日本、〒727-0114 広島県庄原市口和町永田９,34.893804,132.926998
熊野町郷土館,日本、〒731-4214 広島県安芸郡熊野町中溝３丁目１２−２６,34.337975,132.582982
呉市海事歴史科学館,日本、〒737-0029 広島県呉市宝町５−２０,34.2411391,132.5558555
呉市立 倉橋歴史民俗資料館,日本、〒737-1377 広島県呉市倉橋町４４０,34.1021419,132.5128448
呉市歴史民俗資料館,日本、〒737-0028 広島県呉市幸町４,34.2406185,132.5641917
健康科学館,日本、〒730-0052 広島県広島市中区千田町３丁目８,34.3763987,132.4575526
古代製塩遺跡復元展示館,日本、〒737-0402 広島県呉市蒲刈町大浦７６４６−３,34.1643321,132.7457739
佐伯歴史民俗資料館,日本、〒738-0205 広島県廿日市市玖島４３６８,34.3913073,132.2454224
シュモーハウス,日本、〒730-0834 広島県広島市中区江波二本松１丁目２−４３,34.3700787,132.4326447
庄原市 口和郷土資料館,日本、〒727-0114 広島県庄原市口和町永田９,34.893804,132.926998
しんいち歴史民俗博物館,日本、〒729-3103 広島県福山市新市町新市９１６,34.558046,133.275696
世羅郷土民俗資料館,日本、広島県世羅郡世羅町,34.5868067,133.0566521
戦国の庭歴史館,日本、〒731-1703 広島県山県郡北広島町町北 広島町海応寺２５５−１,34.717278,132.4653233
竹原市歴史民俗資料館,日本、〒725-0022 広島県竹原市本町３丁目１１−１６,34.3475452,132.9100848
千代田歴史民俗資料館,日本、東京都千代田区,35.6940309,139.7537719
鞆の浦歴史民俗資料館,日本、〒720-0202 広島県福山市鞆町後地５３６−１,34.3842612,133.381799
似島平和資料館,日本、〒734-0017 広島県広島市南区似島町２２２４−１２,34.302439,132.4394109
日本郷土玩具博物館,日本,36.204824,138.252924
日本はきもの博物館,日本、〒729-0104 広島県福山市松永町４丁目１６−２７,34.4506493,133.2600752
土師民俗資料館,日本、〒731-0301 広島県安芸高田市八千代町土師,34.6578587,132.6088031
八本松歴史民俗資料館,日本、〒739-0144 広島県東広島市八本松南２丁目１−２,34.4394362,132.6933402
ハワイ移民資料館　仁保島村,日本、〒734-0026 広島県広島市南区仁保３丁目１７−６,34.3680419,132.4970589
広島県立歴史博物館,日本、〒720-0067 広島県福山市西町２丁目４−１,34.4896757,133.3589429
広島県立歴史民俗資料館,日本、〒729-6216 広島県三次市小田幸町１２２,34.7633928,132.8972017
広島市江波山気象館,日本、〒730-0835 広島県広島市中区江波南１丁目４０−１,34.3661941,132.4350382
広島市郷土資料館,日本、〒734-0015 広島県広島市南区宇品御幸２丁目６−２０,34.365992,132.4618511
広島市交通科学館,日本、〒731-0143 広島県広島市安佐南区長楽寺２丁目１２−２,34.470826,132.4285645
広島市こども文化科学館,日本、〒730-0011 広島県広島市中区基町５−８３,34.3985603,132.4537796
広島市水道資料館,日本、〒732-0068 広島県広島市東区牛田新町１丁目８−１ 広島市水道資料館,34.417599,132.4671987
広島大学総合博物館,日本、〒739-0046 広島県東広島市鏡山１丁目１−１,34.4030199,132.7105288
広島逓信病院旧外来棟被爆資料室,日本、〒730-0004 広島県広島市中区東白島町１９,34.4034705,132.4651478
広島平和記念資料館,日本、〒730-0811 広島県広島市中区中島町１−２,34.3915027,132.4531578
福山市神辺歴史民俗資料館,日本、〒720-2123 広島県福山市神辺町川北７００６−１,34.5373027,133.3869851
福山市人権平和資料館,日本、〒720-0061 広島県福山市丸之内１丁目９−１−１,34.492921,133.358599
福山自動車時計博物館,日本、〒720-0073 広島県福山市北吉津町３丁目１−２２,34.4977552,133.3630682
ふくやま文学館,日本、〒720-0061 広島県福山市丸之内１丁目９−９,34.4924761,133.358418
府中家具木工資料館,日本、〒726-0012 広島県府中市中須町１６５０−１,34.5626979,133.2637321
府中市上下歴史文化資料館,日本、〒729-3431 広島県府中市上下町上下１００６,34.6950631,133.1208656
府中市歴史民俗資料館,日本、〒726-0021 広島県府中市土生町８８２−２,34.562241,133.229768
府中町歴史民俗資料館,日本、〒735-0006 広島県安芸郡府中町本町２丁目１５−１,34.3958093,132.5081447
筆の里工房,日本、〒731-4214 広島県安芸郡熊野町中溝５丁目１７−１,34.3427711,132.5753483
ホロコースト記念館,日本、〒720-0004 広島県福山市御幸町中津原８１５,34.5208565,133.3576604
マツダミュージアム,日本、〒735-0028 広島県安芸郡府中町新地３−３番１号,34.377808,132.5038756
三永歴史民俗資料館,"日本、〒739-0023 広島県東広島市西条町34, 下三永 10929番地−１",34.3949735,132.7773502
三原市歴史民俗資料館,日本、〒723-0015 広島県三原市円一町２丁目３−２,34.394806,133.078019
宮島歴史民俗資料館,日本、〒739-0533 広島県廿日市市宮島町５７,34.2951351,132.3175497
三次市歴史民俗資料館・辻村寿三郎人形館,日本、〒728-0021 広島県三次市三次町１２３６,34.8109854,132.8479872
三次もののけミュージアム,日本、〒728-0021 広島県三次市三次町１６９１−４,34.8153403,132.8452053
三和町郷土資料館,日本、〒729-6702 広島県三次市三和町敷名１４９６,34.6606402,132.8461667
木炭自動車とレトロ車館,日本、〒731-3501 広島県山県郡安芸太田町加計３４２６,34.6106421,132.3225954
基町資料室,日本、〒730-0011 広島県広島市中区基町１８−４−１ 分散店舗208号,34.4033976,132.4551686
安浦歴史民俗資料館（南薫造記念館）,日本、〒737-2519 広島県呉市安浦町内海南２丁目１３−１０ 安浦歴史民俗資料館,34.280608,132.736814
吉和歴史民俗資料館,日本、〒738-0301 広島県廿日市市吉和３５２３−１,34.4880562,132.1417911
頼山陽史跡資料館,日本、〒730-0036 広島県広島市中区袋町５−１５,34.3914913,132.4572451
早稲田神社郷土資料館,日本、〒732-0062 広島県広島市東区牛田早稲田１丁目２−２２,34.413779,132.4763023
鳥取,日本、鳥取県,35.3573161,133.4066618
青山剛昌ふるさと館,日本、〒689-2221 鳥取県東伯郡北栄町由良宿１４１４,35.498032,133.7618098
石谷家住宅,日本、〒689-1402 鳥取県八頭郡智頭町智頭３９６,35.270169,134.230267
因幡万葉歴史館,日本、〒680-0146 鳥取県鳥取市国府町町屋７２６ 因幡万葉歴史館,35.472811,134.274736
海とくらしの史料館,日本、〒684-0016 鳥取県境港市花町８−１,35.547066,133.241847
かにっこ館,日本、〒680-0908 鳥取県鳥取市賀露町西３丁目２７−２,35.534477,134.17879
上淀白鳳の丘展示館,日本、〒689-3411 鳥取県米子市淀江町福岡９７７−２,35.4536594,133.4429813
倉吉線鉄道記念館,日本、〒682-0887 鳥取県倉吉市明治町１０１２−７,35.4341912,133.8248203
倉吉博物館・倉吉歴史民俗資料館,日本、〒682-0824 鳥取県倉吉市仲ノ町３４４５−８,35.4290462,133.825379
山陰海岸ジオパーク海と大地の自然館,日本、〒681-0001 鳥取県岩美郡岩美町牧谷１７９４−４,35.5934645,134.3395073
山陰歴史館,日本、〒683-0822 鳥取県米子市中町２０,35.429241,133.330342
陣所の館,日本、〒682-0123 鳥取県東伯郡三朝町三朝９１０−４,35.4104267,133.8930259
鳥取県立博物館,日本、〒680-0011 鳥取県鳥取市東町２丁目１２４ 鳥取県立博物館,35.5083391,134.2361258
鳥取県立氷ノ山自然ふれあい館響の森,日本、〒680-0728 鳥取県八頭郡若桜町舂米 つく米635-175 氷ノ山自然ふれあい館響の森,35.3576303,134.4910358
鳥取市歴史博物館,日本、〒680-0015 鳥取県鳥取市上町８８,35.498958,134.243938
鳥取二十世紀梨記念館,日本、〒682-0816 鳥取県倉吉市駄経寺町１９８−４,35.4312712,133.8354156
西河克己映画記念館,日本、〒689-1402 鳥取県八頭郡智頭町智頭５４０−１１,35.2696987,134.2292999
若桜郷土文化の里,日本、〒680-0721 鳥取県八頭郡若桜町屋堂羅３１,35.345916,134.403425
わらべ館,日本、〒680-0022 鳥取県鳥取市西町３丁目２０２,35.5043355,134.2334186
島根県,日本、島根県,35.1244094,132.6293446
出雲科学館,日本、〒693-0001 島根県出雲市今市町１９００−２,35.362087,132.7658833
小泉八雲記念館,日本、〒690-0872 島根県松江市奥谷町３２２,35.479204,133.049123
小泉八雲旧居,日本、〒690-0888 島根県松江市北堀町３１５ 小泉八雲旧居,35.4792232,133.0494395
島根県立古代出雲歴史博物館,日本、〒699-0701 島根県出雲市大社町杵築東９９−４,35.3988089,132.6887368
島根県立三瓶自然館,日本、〒694-0003 島根県大田市三瓶町多根１１２１−８,35.1527714,132.6208631
島根県立しまね海洋館,日本、〒697-0004 島根県浜田市久代町１１１７−２ 島根県立しまね海洋館 アクアス,34.9594578,132.1446342
島根大学旧奥谷宿舎,日本、〒690-0872 島根県松江市奥谷町１４０,35.4811597,133.0537429
竹島資料室,日本、〒690-0887 島根県松江市殿町１ 島根県庁第三分庁舎 ２階,35.4711335,133.0516412
中村元記念館,日本、〒690-1404 島根県松江市八束町波入２０６０,35.4948401,133.1723285
仁摩サンドミュージアム,日本、〒699-2305 島根県大田市仁摩町天河内９７５,35.1464144,132.4046628
水の国,日本、〒699-4505 島根県江津市桜江町坂本２０２５ 水の国,34.9630807,132.4261866
和鋼博物館,日本、〒692-0011 島根県安来市安来町１０５８,35.4353855,133.2535014
山口県,日本、山口県,34.2796769,131.5212742
下関市立考古博物館,日本、〒751-0866 山口県下関市綾羅木４５４ 下関市立考古博物館,34.011318,130.9260579
萩市自然と歴史の展示館,日本、〒758-0061 山口県萩市椿３５３７−３,34.3938918,131.40102
萩博物館,日本、〒758-0057 山口県萩市堀内３５５,34.4130846,131.3903813
山口市歴史民俗資料館,日本、〒753-0073 山口県山口市春日町５−１,34.182821,131.470269
山口県立山口博物館,日本、〒753-0073 山口県山口市春日町８−２,34.1824528,131.4727822
緑と花と彫刻の博物館•ときわミュージアム,日本、〒755-0025 山口県宇部市野中３丁目４−２９号,33.9486878,131.2817903
美祢市立秋吉台科学博物館,日本、〒754-0511 山口県美祢市秋芳町秋吉１１２３７−９３８,34.2350233,131.3073126
四国,日本、四国,33.7432238,133.6375314
香川県,日本、香川県,34.2225915,134.0199152
石の民俗資料館,日本、〒761-0121 香川県高松市牟礼町牟礼１８１０,34.3526854,134.1340133
香川県立ミュージアム,日本、〒760-0030 香川県高松市玉藻町５−５,34.3497018,134.0532947
鎌田共済会郷土博物館,日本、〒762-0044 香川県坂出市本町１丁目１−２４,34.3133386,133.8519959
四国村,日本、〒761-0112 香川県高松市屋島中町９１,34.3442502,134.108905
小豆島尾崎放哉記念館,日本、〒761-4101 香川県小豆郡土庄町甲１０８２,34.4815257,134.1867483
ジョージナカシマ記念館,日本、〒761-0122 香川県高松市牟礼町大町１１３２−１,34.335269,134.152881
塩飽勤番所,日本、〒763-0223 香川県丸亀市本島町泊８１,34.3878583,133.7838583
瀬戸大橋記念館,日本、〒762-0065 香川県坂出市番の州緑町６−１３,34.3526791,133.8260572
瀬戸内海歴史民俗資料館,日本、〒761-8001 香川県高松市亀水町１４１２−２,34.3781909,133.9309832
壺井栄文学館,日本、〒761-4424 香川県小豆郡小豆島町町田浦甲９７７−９３１,34.4454909,134.285029
とらまる人形劇ミュージアム,日本、〒769-2604 香川県東かがわ市西村１１５５,34.2399717,134.3148831
丸亀市うちわの港ミュージアム,日本、〒763-0042 香川県丸亀市港町３０７−１５,34.2970364,133.7934847
丸亀市立資料館,日本、〒763-0025 香川県丸亀市一番丁（城内）,34.2857625,133.7983344
陸上自衛隊善通寺駐屯地資料館,日本、〒765-0053 香川県善通寺市生野町１８２１−２,34.220137,133.7822068
愛媛県,日本、愛媛県,33.6025306,132.7857583
五十崎凧博物館,日本、〒795-0301 愛媛県喜多郡内子町五十崎甲１４３７,33.5396289,132.656489
伊丹十三記念館,日本、〒790-0932 愛媛県松山市東石井１丁目６−１０,33.8180264,132.7781233
今治市村上海賊ミュージアム,日本、〒794-2203 愛媛県今治市宮窪町宮窪１２８５,34.168955,133.087651
宇和島市立伊達博物館,日本、〒798-0061 愛媛県宇和島市御殿町９−１４,33.215877,132.562668
宇和島市立歴史資料館,日本、〒798-0003 愛媛県宇和島市住吉町２丁目４−３６,33.226432,132.554636
愛媛県生涯学習センター,日本、〒791-1136 愛媛県松山市上野町甲６５０,33.774916,132.8022557
愛媛県総合科学博物館,日本、〒792-0060 愛媛県新居浜市大生院２１３３−２,33.910055,133.244822
愛媛県歴史文化博物館,日本、〒797-0015 愛媛県西予市宇和町卯之町４丁目１１−２,33.3644907,132.518649
愛媛大学ミュージアム,日本、〒790-0826 愛媛県松山市文京町３,33.8498879,132.7715654
面河山岳博物館,日本、〒791-1710 愛媛県上浮穴郡久万高原町若山650番地1,33.7151897,133.0932461
開明学校,日本、〒797-0015 愛媛県西予市宇和町卯之町３丁目１１０,33.3642235,132.5136075
紙のまち資料館,日本、〒799-0101 愛媛県四国中央市川之江町４０６９−１,34.0079388,133.5734939
かわのえ高原ふるさと館,日本、〒799-0101 愛媛県四国中央市川之江町２２１７−８３,34.0097897,133.579911
来島海峡展望館,日本、〒799-2111 愛媛県今治市小浦町２丁目５−２,34.1140186,132.9778337
坂の上の雲ミュージアム,日本、〒790-0001 愛媛県松山市一番町３丁目２０,33.8416938,132.7692458
四国鉄道文化館,,,
砥部焼伝統産業会館,日本、〒791-2132 愛媛県伊予郡砥部町大南３３５,33.7390497,132.7919496
広瀬歴史記念館,日本、〒792-0046 愛媛県新居浜市上原２丁目１０−４２,33.9188817,133.285651
別子銅山記念館,日本、〒792-0844 愛媛県新居浜市角野新田町３丁目１３,33.9213803,133.3093457
松山市考古館,日本、〒791-8032 愛媛県松山市南斎院町乙６７-６,33.8398448,132.7353034
松山市立子規記念博物館,日本、〒790-0857 愛媛県松山市道後公園１−３０,33.8496927,132.7871387
村上三島記念館（今治市上浦歴史民俗資料館）,日本、〒794-1402 愛媛県今治市上浦町井口７５０５,34.2558672,133.0534968
徳島県,日本、徳島県,33.9419655,134.3236557
藍の館,日本、〒771-1212 徳島県板野郡藍住町徳命前須西１７２ １７２番地,34.1149376,134.4825497
あすたむらんど徳島,日本、〒779-0111 徳島県板野郡板野町那東キビガ谷４５−２２ あすたむらんど 徳島,34.1519287,134.441693
阿南市科学センター,日本、〒779-1243 徳島県阿南市那賀川町上福井南川渕８−１,33.948858,134.681727
阿波おどり会館,日本、〒770-0904 徳島県徳島市新町橋２丁目２０番地 阿波おどり会館２階,34.0701638,134.5449903
阿波銀プラザ,日本、〒770-0912 徳島県徳島市東新町１丁目２９,34.0706106,134.5473416
阿波十郎兵衛屋敷,日本、〒771-0114 徳島県徳島市川内町宮島本浦１８４,34.0915019,134.5841884
阿波木偶館,,,
阿波木偶人形会館,日本、〒771-0114 徳島県徳島市川内町宮島本浦２２６−１,34.091834,134.584876
阿波の藍染しじら館,日本、〒779-3122 徳島県徳島市国府町府中４３２ 藍らんど こくふ,34.075995,134.4811837
大うなぎ水族館イーランド,,,
川田民俗資料館,,,
こくふ街角博物館,日本、〒511-0251 三重県員弁郡東員町山田１７００,35.0732122,136.5861826
徳島県郷土文化会館,日本、〒770-0835 徳島県徳島市藍場町２丁目１４,34.0750473,134.5462638
徳島県立大鳴門橋架橋記念館,日本、〒772-0053 徳島県鳴門市鳴門町土佐泊浦福池６５ 鳴門公園内,34.2348747,134.6401672
徳島県立鳥居龍蔵記念博物館,日本、〒770-8070 徳島県徳島市八万町寺山１,34.039851,134.5264401
徳島県立文学書道館,日本、〒770-0807 徳島県徳島市中前川町２丁目２２−１,34.0800431,134.5539372
徳島県立博物館,日本、〒770-8070 徳島県徳島市八万町向寺山,34.0396126,134.5261327
徳島県立文書館,日本、〒770-8070 徳島県徳島市八万町向寺山１,34.0394796,134.5286923
徳島県立埋蔵文化財総合センター,日本、〒779-0108 徳島県板野郡板野町犬伏平山８６−２,34.1430847,134.451431
徳島市立考古資料館,日本、〒779-3127 徳島県徳島市国府町西矢野 字奥谷10番地の1,34.060732,134.4692361
徳島市天狗久資料館,日本、〒779-3121 徳島県徳島市国府町和田居内１７２ 徳島市天狗久資料館,34.0722792,134.4927516
徳島市立徳島城博物館,日本、〒770-0851 徳島県徳島市徳島町１−８,34.0733693,134.5557269
鳴門市ドイツ館,日本、〒779-0225 徳島県鳴門市大麻町桧東山田５５−２,34.1647751,134.4990482
パゴダ平和記念塔,日本、〒770-0908 徳島県徳島市眉山町茂助ケ原９,34.0668472,134.5378417
日和佐うみがめ博物館カレッタ,日本、〒779-2304 徳島県海部郡美波町日和佐浦３７０−４,33.7346321,134.5409804
松茂町歴史民俗資料館・人形浄瑠璃芝居資料館,日本、〒771-0220 徳島県板野郡松茂町広島四番越１１−１,34.1364102,134.5824451
モラエス館,日本、〒770-0908 徳島県徳島市眉山町茂助ケ原１,34.0673249,134.5378739
技の館,日本、〒771-1310 徳島県板野郡上板町泉谷原東３２−４,34.1319717,134.397266
高知県,日本、高知県,33.5481246,133.2521507
いの町紙の博物館,日本、〒781-2103 高知県吾川郡いの町幸町１１０−１,33.5476768,133.4231853
旧山内家下屋敷長屋,日本、〒780-0862 高知県高知市鷹匠町１丁目３−３５,33.5560039,133.5332136
高知県立坂本龍馬記念館,日本、〒781-0262 高知県高知市浦戸 城山 830番地,33.4964751,133.5718756
高知県立文学館,日本、〒780-0850 高知県高知市丸ノ内１丁目１−２０,33.5616914,133.533456
高知県立歴史民俗資料館,日本、〒783-0044 高知県南国市岡豊町１０９９−１,33.5958448,133.6234746
高知市立自由民権記念館,日本、〒781-8010 高知県高知市桟橋通４丁目１４−３,33.543131,133.550286
高知市立龍馬の生まれたまち記念館,日本、〒780-0901 高知県高知市上町２丁目６−３３,33.5565,133.5245
佐川町立青山文庫,日本、〒789-1201 高知県高岡郡佐川町甲１４５３−１,33.4979444,133.2886984
四国自動車博物館,日本、〒781-5233 高知県香南市野市町大谷８９６,33.569395,133.701016
中岡慎太郎館,日本、〒781-6449 高知県安芸郡北川村柏木１４０,33.4564402,134.0569584
はらたいらと世界のオルゴールの館,,,
梼原町立歴史民俗資料館,日本、〒785-0610 高知県高岡郡梼原町梼原１４２８−１,33.3913606,132.9269857
龍馬歴史館,日本、〒781-5233 高知県香南市野市町大谷９２８−１,33.5683987,133.7002122
九州,日本、九州,32.59,130.8
福岡県,日本、福岡県,33.5662559,130.715857
九州国立博物館,日本、〒818-0118 福岡県太宰府市石坂４丁目７−２,33.5182577,130.5381226
福岡市博物館,日本、〒814-0001 福岡県福岡市早良区百道浜３丁目１−１,33.589786,130.353064
佐賀県,日本、佐賀県,33.3078371,130.2271243
佐賀県立博物館,日本、〒840-0041 佐賀県佐賀市城内１丁目１５ 佐賀県立博物館,33.2449988,130.3004864
佐賀県立宇宙科学館,日本、〒843-0021 佐賀県武雄市武雄町大字永島１６３５１,33.1791421,130.035404
佐賀県立名護屋城博物館,日本、〒847-0401 佐賀県唐津市鎮西町名護屋１９３１−３,33.5277248,129.8702281
長崎県,日本、長崎県,33.2488525,129.6930912
長崎歴史文化博物館,日本、〒850-0007 長崎県長崎市立山１丁目１−１,32.7529073,129.8794878
熊本県,日本、熊本県,32.8594427,130.7969149
熊本県立装飾古墳館,日本、〒861-0561 熊本県山鹿市鹿央町岩原３０８５ 熊本県立装飾古墳館,32.993722,130.669767
熊本市立熊本博物館,日本、〒860-0007 熊本県熊本市中央区古京町３−２,32.808611,130.699286
熊本市塚原歴史民俗資料館,日本、〒861-4226 熊本県熊本市南区城南町塚原１９２４,32.692134,130.7376607
山鹿市立博物館,日本、熊本県山鹿市,33.0177211,130.6912829
御船町恐竜博物館,日本、〒861-3207 熊本県上益城郡御船町御船９９５−６,32.713812,130.801785
八代市立博物館・未来の森ミュージアム,日本、〒866-0863 熊本県八代市西松江城町１２−３５,32.508234,130.596613
阿蘇火山博物館,日本、〒869-2231 熊本県阿蘇市赤水１９３０−１,32.8855511,131.0521423
大分県,日本、大分県,33.1589299,131.3611121
大分県立歴史博物館,日本、〒872-0101 大分県宇佐市高森字京塚７１０,33.5425686,131.3654194
宮崎県,日本、宮崎県,32.6036022,131.441251
宮崎県総合博物館,日本、〒880-0053 宮崎県宮崎市神宮２丁目４−４,31.9399547,131.4237782
宮崎県立西都原考古博物館,日本、〒881-0005 宮崎県西都市三宅５６７０,32.1249594,131.3827629
鹿児島県,日本、鹿児島県,31.3911958,130.8778586
宇宙科学技術館（種子島）,日本、〒891-3703 鹿児島県熊毛郡南種子町茎永９９９９−７ 種子島宇宙センター宇宙科学技術館,30.374865,130.9576461
宇宙科学技術館（内之浦）,日本、〒893-1402 鹿児島県肝属郡肝付町南方１７９１−１３,31.2512669,131.0761271
鹿児島県立博物館,日本、〒892-0853 鹿児島県鹿児島市城山町１−１,31.5939457,130.5526569
