名称,住所,緯度,経度
田川市美術館,日本、〒825-0016 福岡県田川市新町１１−５６,33.643957,130.806333
久留米市美術館,日本、〒839-0862 福岡県久留米市野中町１０１５ 久留米市美術館,33.3120694,130.5303611
佐賀県立美術館,日本、〒840-0041 佐賀県佐賀市城内１丁目１５−２３,33.244789,130.2999179
長崎県美術館,日本、〒850-0862 長崎県長崎市出島町２−１,32.7419105,129.8703177
佐世保市博物館島瀬美術センター,日本、〒857-0806 長崎県佐世保市島瀬町６−２２,33.1727724,129.7206591
長崎市野口彌太郎記念美術館,日本、〒852-8117 長崎県長崎市平野町７−８ 平和会館1階,32.7727535,129.8650567
大分県立美術館,日本、〒870-0036 大分県大分市寿町２−１,33.239323,131.601361
大分市美術館,日本、〒870-0100 大分県大分市上野８６５,33.2234683,131.6021656
別府市美術館,日本、〒874-0903 大分県別府市別府 大字別府字野口原3030番地16,33.2842209,131.4875078
熊本県立美術館,日本、〒860-0008 熊本県熊本市中央区二の丸２−２,32.8072946,130.7006531
熊本市現代美術館,日本、〒860-0845 熊本県熊本市中央区上通町２−３,32.8031985,130.7108909
坂本善三美術館,日本、〒869-2502 熊本県阿蘇郡小国町黒渕２８７７,33.126969,131.0373695
不知火美術館,日本、〒869-0552 熊本県宇城市不知火町高良２３５２,32.6468184,130.6689009
八代市立博物館未来の森ミュージアム,日本、〒866-0863 熊本県八代市西松江城町１２−３５,32.508234,130.596613
芦北町立星野富弘美術館,日本、〒869-5563 熊本県葦北郡芦北町湯浦１４３９−２,32.2715801,130.5001333
つなぎ美術館,日本、〒869-5603 熊本県葦北郡津奈木町岩城４９４,32.2315391,130.4579211
湯前まんが美術館,日本、〒868-0621 熊本県球磨郡湯前町上里１８３４−１,32.280677,130.9809515
宮崎県立美術館,日本、〒880-0031 宮崎県宮崎市船塚３丁目２１０−２１０ 宮崎県立美術館,31.9342699,131.4191433
都城市立美術館,日本、〒885-0073 宮崎県都城市姫城町７−１８,31.71926,131.063018
高鍋町美術館,日本、〒884-0003 宮崎県児湯郡高鍋町南高鍋６９１６−１,32.120946,131.503966
鹿児島市立美術館,日本、〒892-0853 鹿児島県鹿児島市城山町４−３６ 鹿児島市立美術館,31.59584,130.553405
霧島アートの森,日本、〒899-6201 鹿児島県姶良郡湧水町木場６３４０−２２０,31.93971,130.778698
沖縄県立博物館・美術館,日本、〒900-0006 沖縄県那覇市おもろまち３丁目１−１,26.2273138,127.6938489
沖縄県立芸術大学付属図書・芸術資料館,日本、〒903-0812 沖縄県那覇市首里当蔵町１丁目4,26.2188054,127.7195838
浦添市美術館,日本、〒901-2103 沖縄県浦添市仲間１丁目９−２,26.25,127.7194444
読谷村立美術館,日本、〒904-0301 沖縄県中頭郡読谷村座喜味７０８−６,26.4069293,127.742377
私立,,,
HOKUBU記念絵画館,日本、〒062-0911 北海道札幌市豊平区旭町１丁目１−３６ 北武記念絵画館,43.0498002,141.3651295
中札内美術村,日本、〒089-1366 北海道河西郡中札内村栄東５線,42.678184,143.1636815
六花の森,日本、〒089-1300 北海道河西郡中札内村常盤西３線２４９−６ 六花の森,42.6928077,143.115478
帆風美術館,"日本、〒039-2245 青森県八戸市北インター工業団地１丁目５−２ 帆風八戸センター Hachinohe-shi Kita Inter Kōgyōdanchi, １丁目５−２ 八戸グリーンハイテクランド内 (ハイテクパーク内",40.5470576,141.4360865
大村美術館,日本、〒407-0043 山梨県韮崎市神山町鍋山１８３０−１,35.7007891,138.4294426
天馬美術館,日本、〒012-1125 秋田県雄勝郡羽後町野中内沢田 字水無 １９－１,39.1683488,140.4361513
山形美術館,日本、〒990-0046 山形県山形市大手町１−６３ 山形美術館,38.2558103,140.3323154
本間美術館,日本、〒998-0024 山形県酒田市御成町７−７,38.9234108,139.8421647
中本誠司現代美術館,日本、〒981-0923 宮城県仙台市青葉区東勝山２丁目２０−１５,38.2945824,140.863005
藤田喬平ガラス美術館,日本、〒981-0215 宮城県宮城郡松島町高城浜１−４,38.3758451,141.0718929
諸橋近代美術館,日本、〒969-2701 福島県耶麻郡北塩原村檜原剣ケ峯１０９３−２３,37.6538324,140.0965296
日本きもの文化美術館,日本、〒963-1309 福島県郡山市熱海町熱海５丁目２１１,37.4853832,140.2645748
笠間日動美術館,日本、〒309-1611 茨城県笠間市笠間９７８−４,36.3845443,140.2582756
栗田美術館,日本、〒329-4216 栃木県足利市駒場町１５４２,36.3166329,139.5216412
渡辺私塾美術館,,,
大川美術館,日本、〒376-0043 群馬県桐生市小曾根町３−６９,36.4167497,139.3339186
月夜野びーどろパーク グラスアート美術館,日本、〒379-1305 群馬県利根郡みなかみ町後閑７７１,36.6872568,138.9942578
群馬ガラス工芸美術館,日本、〒377-0008 群馬県渋川市渋川４２０４,36.498571,138.9553343
ハラ ミュージアム アーク,日本、〒140-0001 東京都品川区北品川４丁目７−２５,35.620923,139.736036
原爆の図丸木美術館,日本、〒355-0076 埼玉県東松山市下唐子１４０１,36.0282761,139.3521511
蓑虫美術館,,,
河鍋暁斎記念美術館,日本、〒335-0003 埼玉県蕨市南町４丁目３６−４,35.8158019,139.6934309
ヤオコー川越美術館,日本、〒350-0851 埼玉県川越市氷川町１０９−１,35.928578,139.489054
角川武蔵野ミュージアム,日本、〒359-0023 埼玉県所沢市東所沢和田３丁目３１−３ ところざわサクラタウン,35.7977186,139.5078028
SGT美術館,日本、〒299-5244 千葉県勝浦市守谷１５１２,35.1576821,140.2670081
川村記念美術館,日本、〒285-8505 千葉県佐倉市坂戸 631,35.6551809,140.2227896
ホキ美術館,日本、〒267-0067 千葉県千葉市緑区あすみが丘東３丁目１５,35.5219997,140.2799522
原美術館,日本、〒140-0001 東京都品川区北品川４丁目７−２５,35.620923,139.736036
永青文庫,日本、〒112-0015 東京都文京区目白台１丁目１−１,35.7132081,139.7232742
出光美術館,日本、〒100-0005 東京都千代田区丸の内３丁目１−１,35.6766789,139.7612136
根津美術館,日本、〒107-0062 東京都港区南青山６丁目５−１,35.6622568,139.7170937
五島美術館,日本、〒158-0093 東京都世田谷区上野毛３丁目９−２５,35.612146,139.6356149
山種美術館,日本、〒150-0012 東京都渋谷区広尾３丁目１２−３６,35.6533454,139.713797
大倉集古館,日本、〒105-0001 東京都港区虎ノ門２丁目１０−３,35.6670149,139.7433053
三井記念美術館,日本、〒103-0022 東京都中央区日本橋室町２丁目１−１ 三井本館 7階,35.6862708,139.7730738
上野の森美術館,日本、〒110-0007 東京都台東区上野公園１−２,35.7127355,139.7746843
日本民藝館,日本、〒153-0041 東京都目黒区駒場４丁目３−３３,35.660829,139.6792134
静嘉堂文庫美術館,日本、〒100-0005 東京都千代田区丸の内２丁目１−１ 明治生命館 1F,35.6788844,139.7616197
村内美術館,日本、〒192-0012 東京都八王子市左入町７８７ 村内美術館,35.6792643,139.3365618
サントリー美術館,日本、〒107-8643 東京都港区赤坂９丁目７−４ 東京ミッドタウン ガレリア 3階,35.6664406,139.7304157
アーティゾン美術館,日本、〒104-0031 東京都中央区京橋１丁目７−２,35.6788414,139.7716322
SOMPO美術館,日本、〒160-0023 東京都新宿区西新宿１丁目２６−１,35.6925497,139.6965181
森美術館,日本、〒106-6150 東京都港区六本木６丁目１０−１ 六本木ヒルズ森タワー 53階,35.6604621,139.7292785
松岡美術館,日本、〒108-0071 東京都港区白金台５丁目１２−６,35.6400385,139.7219841
聖徳記念絵画館,日本、〒160-0013 東京都新宿区霞ヶ丘町１−１,35.6788313,139.7176214
三鷹の森ジブリ美術館,日本、〒181-0013 東京都三鷹市下連雀１丁目１−８３,35.696238,139.5704317
東京富士美術館,日本、〒192-0016 東京都八王子市谷野町４９２−１,35.6863778,139.3291361
三菱一号館美術館,日本、〒100-0005 東京都千代田区丸の内２丁目６−２,35.6785286,139.7633347
西山美術館,日本、〒195-0063 東京都町田市野津田町１０００,35.5895972,139.4545123
浮世絵 太田記念美術館,日本、〒150-0001 東京都渋谷区神宮前１丁目１０−１０,35.6693959,139.7049808
久米美術館,日本、〒141-0021 東京都品川区上大崎２丁目２５−５ 久米ビル 8階,35.634623,139.71467
長泉院附属現代彫刻美術館,日本、〒153-0061 東京都目黒区中目黒４丁目１２−１８,35.635958,139.703087
小川美術館,日本、〒102-0075 東京都千代田区三番町６−２,35.690511,139.744804
佐藤美術館,日本、〒160-0015 東京都新宿区大京町３１−１０ アート千駄ヶ谷ビル,35.6817419,139.7149793
中村屋サロン美術館,日本、〒160-0022 東京都新宿区新宿３丁目２６−１３,35.6917397,139.7021964
弥生美術館,日本、〒113-0032 東京都文京区弥生２丁目４−３,35.7148861,139.7634696
竹久夢二美術館,日本、〒113-0032 東京都文京区弥生２丁目４−２,35.7148529,139.7635414
ワタリウム美術館,日本、〒150-0001 東京都渋谷区神宮前３丁目７−６,35.6707251,139.7133581
一誠堂美術館,日本、〒152-0035 東京都目黒区自由が丘１丁目２５−９ セザーム自由が丘 Ｂ１Ｆ BF1,35.609402,139.668744
ちひろ美術館・東京,日本、〒177-0042 東京都練馬区下石神井４丁目７−２,35.7285397,139.605178
チームラボプラネッツ TOKYO DMM.com,日本、〒135-0061 東京都江東区豊洲６丁目１−１６,35.6491207,139.7897739
人間国宝美術館,日本、〒259-0301 神奈川県足柄下郡湯河原町中央３丁目１６−１,35.153136,139.110691
ポーラ美術館,日本、〒250-0631 神奈川県足柄下郡箱根町仙石原 小塚山１２８５,35.2567066,139.0212014
箱根 彫刻の森美術館,日本、〒250-0407 神奈川県足柄下郡箱根町二ノ平１１２１,35.2448447,139.0513547
箱根美術館,日本、〒250-0408 神奈川県足柄下郡箱根町強羅１３００,35.2481942,139.0426937
岡田美術館,日本、〒250-0406 神奈川県足柄下郡箱根町小涌谷４９３−１,35.238372,139.0461758
箱根ラリック美術館,日本、〒250-0631 神奈川県足柄下郡箱根町仙石原１８６−１ １８６番１,35.2703287,139.0098343
駒形十吉記念美術館,日本、〒940-0033 新潟県長岡市今朝白２丁目１−４,37.4492733,138.8611249
敦井美術館,日本、〒950-0087 新潟県新潟市中央区東大通１丁目２−２３ 北陸ビル 1F,37.9144756,139.0593848
ギャルリ・ミレー,日本、〒930-0044 富山県富山市中央通り２丁目１−２０,36.6895731,137.2189593
世界一かわいい美術館,日本、〒939-3524 富山県富山市水橋伊勢屋２５７,36.7439559,137.2973846
秋水美術館,日本、〒930-0066 富山県富山市千石町１丁目３−６,36.6873764,137.2116939
樂翠亭美術館,日本、〒930-0857 富山県富山市奥田新町２−２７ 楽翠亭美術館,36.7061999,137.2171918
西田美術館,日本、〒930-0405 富山県中新川郡上市町郷柿沢１,36.7187714,137.3635519
大樋美術館,日本、〒920-0911 石川県金沢市橋場町２−１７,36.5699183,136.664485
アフリカンアートミュージアム,日本、〒408-0036 山梨県北杜市長坂町中丸１７１２−７,35.8239055,138.3601475
清春白樺美術館,日本、〒408-0036 山梨県北杜市長坂町中丸２０７２,35.8221901,138.3534712
清里ポーセリンミュージアム,日本、〒407-0301 山梨県北杜市高根町清里３５４５−５５０,35.9172139,138.4345137
須玉美術館,日本、〒408-0112 山梨県北杜市須玉町若神子４４９５−１８,35.787067,138.4159685
フジヤマミュージアム,日本、〒403-0017 山梨県富士吉田市新西原５丁目６−１,35.484498,138.7794874
清春 旅と空想の美術館,日本、〒408-0036 山梨県北杜市長坂町中丸１５４３−５８,35.8304058,138.3560184
北野美術館,日本、〒381-4101 長野県長野市戸隠３６８６−１,36.755295,138.0838812
北野カルチュラルセンター,日本、〒380-0845 長野県長野市南長野西後町１６０３ 北野美術館分館,36.65306,138.187075
水野美術館,日本、〒380-0928 長野県長野市若里６丁目２−２０,36.6282483,138.1930462
池田満寿夫美術館,日本、〒381-1231 長野県長野市松代町 殿町城跡10,36.5647703,138.1968979
北澤美術館,日本、〒392-0027 長野県諏訪市湖岸通り１丁目１３−２８,36.0558416,138.1117588
SUWAガラスの里の美術館,日本、〒392-0016 長野県諏訪市豊田２４００−７,36.0283568,138.0800293
軽井沢絵本の森美術館,日本、〒389-0111 長野県北佐久郡軽井沢町長倉１８２,36.3267009,138.5974411
小さな美術館軽井沢草花館,日本、〒389-0104 長野県北佐久郡軽井沢町軽井沢東１９−４０,36.3468054,138.635437
脇田美術館,日本、〒389-0102 長野県北佐久郡軽井沢町旧道１５７０−４,36.3509686,138.6334706
セゾン現代美術館,日本、〒389-0111 長野県北佐久郡軽井沢町長倉２１４０,36.3699742,138.5808117
サンリツ服部美術館,日本、〒392-0027 長野県諏訪市湖岸通り２丁目１−１,36.055164,138.111898
安曇野ジャンセン美術館,日本、〒399-8301 長野県安曇野市穂高有明４０１８−６,36.3499048,137.8422705
安曇野山岳美術館,日本、〒399-8301 長野県安曇野市穂高有明３６１３,36.352315,137.835711
絵本美術館 森のおうち,日本、〒399-8301 長野県安曇野市穂高有明２２１５−９,36.363656,137.837821
蓼科テディベア美術館,日本、〒391-0321 長野県北佐久郡立科町芦田八ケ野１５２２,36.1086764,138.2346653
康耀堂美術館,,,
碌山美術館,日本、〒399-8303 長野県安曇野市穂高５０９５−１,36.34371,137.881396
軽井沢千住博美術館,日本、〒389-0111 長野県北佐久郡軽井沢町長倉８１５,36.3353975,138.5973445
安曇野ちひろ美術館,日本、〒399-8501 長野県北安曇郡松川村西原３３５８−２４,36.414929,137.8441733
軽井沢安東美術館,日本、〒389-0104 長野県北佐久郡軽井沢町軽井沢東４３−１０,36.346685,138.6392403
伊豆の長八美術館,日本、〒410-3611 静岡県賀茂郡松崎町松崎２３,34.7487507,138.7765563
駿府博物館,日本、〒422-8042 静岡県静岡市駿河区登呂３丁目１−１,34.9591092,138.4044786
佐野美術館,日本、〒411-0838 静岡県三島市中田町１−４３,35.1149355,138.9158986
常葉美術館,日本、〒439-0019 静岡県菊川市半済１５５０,34.7559597,138.0812379
フェルケール博物館,日本、〒424-0943 静岡県静岡市清水区港町２丁目８−１１,35.0075904,138.4934057
池田20世紀美術館,日本、〒414-0052 静岡県伊東市十足６１４,34.9216678,139.1054662
MOA美術館,日本、〒413-8511 静岡県熱海市桃山町２６−２,35.1092776,139.0751998
富士美術館,日本、〒192-0016 東京都八王子市谷野町４９２−１,35.6863778,139.3291361
象牙と石の彫刻美術館-ジュエルピア-,日本、〒413-0231 静岡県伊東市富戸１０９６−１,34.9152473,139.1196544
静岡近代美術館,日本、〒420-0866 静岡県静岡市葵区西草深町４−５,34.9801652,138.3783304
資生堂アートハウス,日本、〒436-0025 静岡県掛川市下俣７５１−１,34.7654027,137.9991793
ベルナール・ビュフェ美術館,日本、〒411-0931 静岡県駿東郡長泉町東野 クレマチスの丘515-57,35.1715706,138.8695405
日本国際ポスター美術館,日本、〒503-0019 岐阜県大垣市北方町５丁目５０ 7号館 (講堂),35.394408,136.6197767
飛騨高山美術館,日本、〒506-0055 岐阜県高山市上岡本町１丁目１２４−１,36.1368689,137.2405355
光記念館,日本、〒506-0051 岐阜県高山市中山町１７５,36.1561725,137.2344541
齋藤美術館,日本、〒501-4226 岐阜県郡上市八幡町新町９２７,35.7485747,136.9573481
徳川美術館,日本、〒461-0023 愛知県名古屋市東区徳川町１０１７,35.1838695,136.9332453
昭和美術館,日本、〒466-0837 愛知県名古屋市昭和区汐見町４−１ 昭和美術館,35.1403411,136.9484002
桑山美術館,日本、〒466-0828 愛知県名古屋市昭和区山中町２丁目１２,35.148375,136.9535716
古川美術館,日本、〒464-0066 愛知県名古屋市千種区池下２丁目５０,35.1687997,136.948573
大一美術館,日本、〒453-0843 愛知県名古屋市中村区鴨付町１丁目２２ 大一美術館,35.1625681,136.844653
楽只美術館,日本、〒461-0001 愛知県名古屋市東区泉１丁目１７−２８,35.1752525,136.9106789
堀美術館,日本、〒461-0018 愛知県名古屋市東区主税町４丁目４−２,35.18145,136.917124
マスプロ美術館,日本、〒470-0124 愛知県日進市浅田町上納８０,35.1276203,137.0317558
名古屋ボストン美術館,日本、愛知県名古屋市,35.1814506,136.9065571
紫峰人形美術館,,,
メナード美術館,日本、〒485-0041 愛知県小牧市小牧５丁目２５０,35.288883,136.919837
杉本美術館,日本、〒470-3232 愛知県知多郡美浜町美浜緑苑１丁目１２−１,34.801938,136.866279
かみや美術館,日本、〒475-0017 愛知県半田市有脇町１０丁目８−９,34.9350325,136.9538639
ティレク・ティレセク美浜美術館,,,
ヤマザキマザック美術館,日本、〒461-0004 愛知県名古屋市東区葵１丁目１９−３０,35.1710891,136.9198883
茶臼山 高原の美術館,日本、〒449-0405 愛知県北設楽郡豊根村坂宇場御所平７０−１８５,35.2210531,137.6581446
横山美術館,日本、〒461-0004 愛知県名古屋市東区葵１丁目１−２１,35.173294,136.9198328
パラミタミュージアム,日本、〒510-1245 三重県三重郡菰野町大羽根園松ケ枝町２１−６,35.012768,136.489815
ルーブル彫刻美術館,日本、〒515-2621 三重県津市白山町佐田 東谷1957,34.6764935,136.3492592
マコンデ美術館,日本、〒519-0601 三重県伊勢市二見町松下１７９９,34.490791,136.811616
伊勢現代美術館,日本、〒516-0101 三重県度会郡南伊勢町五ヶ所浦１０２−８,34.3403674,136.6930567
澄懐堂美術館,日本、〒512-1105 三重県四日市市水沢町２０１１,34.9766457,136.4783907
佐川美術館,日本、〒524-0102 滋賀県守山市水保町２８９１−２ 北川２８９１,35.1091276,135.9460145
MIHO MUSEUM,日本、〒529-1814 滋賀県甲賀市信楽町田代桃谷３００,34.914866,136.016165
三橋節子美術館,日本、〒520-0035 滋賀県大津市小関町１−１,35.007339,135.857296
成田美術館,日本、〒526-0056 滋賀県長浜市朝日町３４−２４,35.374661,136.2688708
黒壁ガラス館,日本、〒526-0059 滋賀県長浜市元浜町１２−３８,35.3807272,136.267114
ボーダレス・アートミュージアム NO-MA,日本、〒523-0849 滋賀県近江八幡市永原町上16,35.1376311,136.0944713
海洋堂フィギュアミュージアム黒壁,日本、〒526-0059 滋賀県長浜市元浜町１３−３１,35.3809139,136.2685042
ヒカリ美術館,日本、〒629-3245 京都府京丹後市網野町浜詰６７７−１９,35.6601489,134.9650913
こころの森美術館,日本、〒629-3102 京都府京丹後市網野町下岡１０１８,35.6749968,135.0200056
森の中の家 安野光雅館,日本、〒629-3559 京都府京丹後市久美浜町谷７６４,35.5824416,134.9510958
北村美術館,日本、〒602-0841 京都府京都市上京区河原町通今出川下る東入梶井町４４８ 北村美術館,35.0280227,135.7703704
細見美術館,日本、〒606-8342 京都府京都市左京区岡崎最勝寺町６−３,35.0138617,135.7796699
野村美術館,日本、〒606-8434 京都府京都市左京区南禅寺下河原町６１ 野村美術館,35.0129452,135.7933183
泉屋博古館,日本、〒606-8431 京都府京都市左京区鹿ケ谷下宮ノ前町２４,35.0175514,135.7928314
承天閣美術館,日本、〒602-0898 京都府京都市上京区今出川通烏丸東入上る相国寺門前町７０１ 相国寺承天閣美術館,35.0336285,135.7626563
茶道資料館,日本、〒602-0073 京都府京都市上京区寺之内竪町 寺之内上る寺之内竪町682番地 裏千家センター内,35.034731,135.752018
高麗美術館(京都府）,日本、〒603-8108 京都府京都市北区紫竹上ノ岸町１５,35.0543456,135.7508212
古田織部美術館,日本、〒603-8054 京都府京都市北区上賀茂桜井町１０７−２,35.0510966,135.7622332
松花堂,,,
京セラ美術館,日本、〒606-8343 京都府京都市左京区岡崎円勝寺町１２４,35.0128613,135.7835544
福田美術館,日本、〒616-8385 京都府京都市右京区嵯峨天龍寺芒ノ馬場町３−１６,35.013867,135.6762773
藤井斉成会有鄰館,日本、〒606-8344 京都府京都市左京区岡崎円勝寺町４４ 有鄰館,35.0116867,135.7812598
霞中庵 竹内栖鳳記念館,日本、〒616-8371 京都府京都市右京区嵯峨天龍寺若宮町12,35.0201704,135.6822081
アサヒビール大山崎山荘美術館,日本、〒618-0071 京都府乙訓郡大山崎町大山崎銭原５−３,34.8955618,135.6796663
京都ギリシアローマ美術館,日本、〒606-0831 京都府京都市左京区下鴨北園町１−７２,35.0488082,135.7714818
ルイ・イカール美術館,日本、〒606-0067 京都府京都市左京区上高野東山７１−２１ ルイ・イカール美術館,35.0644497,135.8093812
清水三年坂美術館,日本、〒605-0862 京都府京都市東山区清水３丁目３３７−１,34.9974107,135.7813122
大和文華館,日本、〒631-0034 奈良県奈良市学園南１丁目１１−６,34.6955041,135.7565131
中野美術館,日本、〒631-0033 奈良県奈良市あやめ池南９丁目９４６−２,34.6943449,135.7560205
松伯美術館,日本、〒631-0004 奈良県奈良市登美ヶ丘２丁目１−４ 松伯美術館,34.7099585,135.7472407
寧楽美術館,日本、〒630-8208 奈良県奈良市水門町７４−１ 寧楽美術館,34.6860513,135.8371561
茶房長谷路,日本、〒633-0112 奈良県桜井市初瀬８５７,34.5312133,135.9063768
富本憲吉記念館,,,
南蛮文化館,日本、〒531-0071 大阪府大阪市北区中津６丁目２−１８ 南蛮文化館,34.7094285,135.4917617
藤田美術館,日本、〒534-0026 大阪府大阪市都島区網島町１０−３２,34.6947551,135.525505
湯木美術館,日本、〒541-0046 大阪府大阪市中央区平野町３丁目３−９ 湯木ビル,34.6874844,135.5022522
大阪文化館・天保山,日本、〒552-0022 大阪府大阪市港区海岸通１丁目５−１０,34.6539195,135.42956
上方浮世絵館,日本、〒542-0076 大阪府大阪市中央区難波１丁目６−４,34.6679395,135.5022103
山王美術館,日本、〒556-0017 大阪府大阪市中央区城見２丁目２−２７,34.6941949,135.5330068
あべのハルカス美術館,日本、〒545-6016 大阪府大阪市阿倍野区阿倍野筋１丁目１−４３ あべのハルカス 16階,34.6463189,135.5132739
大阪モノレール美術館,日本、〒567-0876 大阪府茨木市天王２丁目１−１３,34.8032077,135.5647887
逸翁美術館,日本、〒563-0058 大阪府池田市栄本町１２−２７,34.8256269,135.4286993
正木美術館,日本、〒595-0812 大阪府泉北郡忠岡町忠岡中２丁目９−２６,34.4946757,135.392127
小林美術館,日本、〒592-0002 大阪府高石市羽衣２丁目２−３０,34.5369127,135.4403649
コヤノ美術館(兵庫県),日本、〒677-0004 兵庫県西脇市市原町 コヤノ美術館 139,35.0135292,134.9544793
俵美術館,日本、〒659-0084 兵庫県芦屋市月若町６−１ 俵美術館,34.734946,135.300565
BBプラザ美術館,日本、〒657-0845 兵庫県神戸市灘区岩屋中町４丁目２−７,34.7030136,135.2178059
世良美術館,日本、〒658-0047 兵庫県神戸市東灘区御影２丁目５−２１,34.7231525,135.2523534
プラトン装飾美術館,日本、〒650-0002 兵庫県神戸市中央区北野町１丁目６−１５,34.7024309,135.1921352
うろこ美術館,日本、〒650-0002 兵庫県神戸市中央区北野町２丁目２０−４,34.7029676,135.1906736
神戸北野美術館,日本、〒650-0002 兵庫県神戸市中央区北野町２丁目９−６,34.7012652,135.1915748
波止場町TEN×TEN,日本、〒650-0042 兵庫県神戸市中央区波止場町６−５,34.684042,135.184284
頴川美術館,日本、〒662-0813 兵庫県西宮市上甲東園１丁目１０−４０,34.7669039,135.3573841
香雪美術館,日本、〒658-0048 兵庫県神戸市東灘区御影郡家２丁目１２−１ 香雪美術館,34.7236041,135.2559066
滴翠美術館,日本、〒659-0082 兵庫県芦屋市山芦屋町１３−３,34.7392813,135.2966577
鉄斎美術館,日本、〒665-0837 兵庫県宝塚市米谷清シ−１ 鉄斎美術館,34.8226896,135.3532385
白鶴美術館,日本、〒658-0063 兵庫県神戸市東灘区住吉山手６丁目１−１ 白鶴美術館,34.7310292,135.2581609
豊雲記念館,日本、〒658-0063 兵庫県神戸市東灘区住吉山手４丁目１２−７０,34.7275062,135.2528374
黒川古文化研究所,日本、〒662-0081 兵庫県西宮市苦楽園三番町１４−５０ 黒川古文化研究所,34.7625029,135.3092151
エンバ中国近代美術館,日本、〒659-0003 兵庫県芦屋市奥池町１２−１ エンバ中国近代美術館,34.7727605,135.2850895
あさご芸術の森美術館,日本、〒679-3423 兵庫県朝来市多々良木７３９−３,35.2386179,134.8301212
城崎美術館,日本、〒669-6101 兵庫県豊岡市城崎町湯島９８５−２,35.625029,134.800674
但陽美術館,日本、〒679-3301 兵庫県朝来市生野町口銀谷５３８,35.1689557,134.7932889
淡路大磯アート山・大石可久也美術館,日本、〒656-2301 兵庫県淡路市楠本２１５９,34.5573037,135.0059644
串本応挙芦雪館,日本、〒649-3503 和歌山県東牟婁郡串本町串本８３３,33.4703196,135.7782811
紀州博物館,日本、〒649-2211 和歌山県西牟婁郡白浜町２０５４,33.6704841,135.3472224
鳥取民芸美術館,日本、〒680-0831 鳥取県鳥取市栄町６５１,35.4961394,134.2271537
渡辺美術館,日本、〒680-0003 鳥取県鳥取市覚寺５５,35.520658,134.2273666
三朝バイオリン美術館,日本、〒682-0123 鳥取県東伯郡三朝町三朝１９９−１,35.411502,133.896345
植田正治写真美術館,日本、〒689-4107 鳥取県西伯郡伯耆町須村３５３−３,35.389888,133.435734
足立美術館,日本、〒692-0064 島根県安来市古川町３２０,35.3804483,133.194708
田部美術館,日本、〒690-0888 島根県松江市北堀町３１０−５ 田部美術館,35.4792232,133.0497565
加納美術館,日本、〒692-0623 島根県安来市広瀬町布部３４５−２７,35.306292,133.151309
松江北堀美術館,日本、〒690-0888 島根県松江市北堀町３３３,35.4785219,133.0481757
犬島アートプロジェクト,,,
華鴒大塚美術館,日本、〒715-0024 岡山県井原市高屋町３丁目１１−５,34.581526,133.433582
大原美術館,日本、〒710-8575 岡山県倉敷市中央１丁目１−１５,34.5961009,133.7706555
林原美術館,日本、〒700-0823 岡山県岡山市北区丸の内２丁目７−１５ 林原美術館,34.663542,133.933314
倉敷刀剣美術館,日本、〒710-1101 岡山県倉敷市茶屋町１７３,34.5775411,133.8224317
夢二郷土美術館,日本、〒703-8256 岡山県岡山市中区浜２丁目１−３２,34.6707149,133.9346718
加計美術館,日本、〒710-0046 岡山県倉敷市中央１丁目４−７ 倉敷加計美術館 倉敷芸術科学大学加計美術館,34.595729,133.771473
なかた美術館,日本、〒722-0012 広島県尾道市潮見町６−１１,34.4091027,133.186964
ひろしま美術館,日本、〒730-0011 広島県広島市中区基町３−２,34.3986962,132.4581124
中川美術館,日本、〒720-0411 広島県福山市熊野町１２０５,34.3982006,133.3686455
ウッドワン美術館,日本、〒738-0301 広島県廿日市市吉和４２７８,34.4987732,132.1436412
柏原美術館,日本、〒741-0081 山口県岩国市横山２丁目１０−２７,34.1712869,132.1749156
大塚国際美術館,日本、〒772-0053 徳島県鳴門市鳴門町土佐泊浦福池６５−１,34.2323817,134.6379821
鳴門ガレの森美術館,日本、〒772-0016 徳島県鳴門市撫養町林崎北殿町１４９,34.178326,134.6203124
菘翁美術館,日本、〒770-0855 徳島県徳島市新蔵町１丁目４６,34.0704904,134.558927
四国村ギャラリー,日本、〒761-0112 香川県高松市屋島屋島中町１２６−７ 四国村ギャラリー,34.3456038,134.1088415
ベネッセアートサイト直島,,,
ベネッセハウス,日本、〒761-3110 香川県香川郡直島町 琴弾地,34.4452233,133.990853
地中美術館,日本、〒761-3110 香川県香川郡直島町３４４９−１,34.4477479,133.9847175
李禹煥美術館,日本、〒761-3110 香川県香川郡直島町 字倉浦１３９０,34.4485238,133.9891177
豊島美術館,日本、〒761-4662 香川県小豆郡土庄町豊島唐櫃６０７,34.4897033,134.0903344
豊島横尾館,日本、〒761-4661 香川県小豆郡土庄町豊島家浦２３５９,34.4868634,134.0596034
丸亀美術館,日本、〒763-0054 香川県丸亀市中津町２５−１ 中津万象園・丸亀美術館,34.2850187,133.769486
丸亀平井美術館,日本、〒763-0082 香川県丸亀市土器町東８丁目５３８,34.3013095,133.8052312
イサム・ノグチ庭園美術館,日本、〒761-0121 香川県高松市牟礼町牟礼３５１９,34.3553669,134.1262971
タオル美術館ICHIHIRO,日本、〒799-1607 愛媛県今治市朝倉上甲２９３０,33.9691314,133.0326862
高畠華宵大正ロマン館,日本、〒791-0222 愛媛県東温市下林丙６５４ １,33.7690842,132.8854658
